COUNTRY,POST COUNTRY,Year,POST COUNT
SK,NI,2017,1
SK,NI,2019,1
SK,NI,2021,1
SK,NI,2023,1
SK,NG,2016,2
SK,NG,2017,2
SK,NG,2019,2
SK,NG,2021,2
SK,NG,2023,2
SK,NO,2016,1
SK,NO,2017,1
SK,NO,2019,1
SK,NO,2021,1
SK,NO,2023,1
SK,OM,2016,1
SK,OM,2017,1
SK,OM,2019,1
SK,OM,2021,1
SK,OM,2023,1
SK,PK,2016,2
SK,PK,2017,2
SK,PK,2019,2
SK,PK,2021,2
SK,PK,2023,2
SK,PA,2016,1
SK,PA,2017,1
SK,PA,2019,1
SK,PA,2021,1
SK,PA,2023,1
SK,PG,2016,1
SK,PG,2017,1
SK,PG,2019,1
SK,PG,2021,1
SK,PG,2023,1
SK,PY,2016,1
SK,PY,2017,1
SK,PY,2019,1
SK,PY,2021,1
SK,PY,2023,1
SK,PE,2016,1
SK,PE,2017,1
SK,PE,2019,1
SK,PE,2021,1
SK,PE,2023,1
SK,PH,2016,2
SK,PH,2017,2
SK,PH,2019,2
SK,PH,2021,2
SK,PH,2023,2
SK,PL,2016,1
SK,PL,2017,1
SK,PL,2019,1
SK,PL,2021,1
SK,PL,2023,1
SK,PT,2016,1
SK,PT,2017,1
SK,PT,2019,1
SK,PT,2021,1
SK,PT,2023,1
SK,QA,2016,1
SK,QA,2017,1
SK,QA,2019,1
SK,QA,2021,1
SK,QA,2023,1
SK,RO,2016,1
SK,RO,2017,1
SK,RO,2019,1
SK,RO,2021,1
SK,RO,2023,1
SK,RU,2016,5
SK,RU,2017,5
SK,RU,2019,5
SK,RU,2021,5
SK,RU,2023,5
SK,RW,2016,1
SK,RW,2017,1
SK,RW,2019,1
SK,RW,2021,1
SK,RW,2023,1
SK,SA,2016,2
SK,SA,2017,2
SK,SA,2019,2
SK,SA,2021,2
SK,SA,2023,2
SK,SN,2016,1
SK,SN,2017,1
SK,SN,2019,1
SK,SN,2021,1
SK,SN,2023,1
SK,RS,2016,1
SK,RS,2017,1
SK,RS,2019,1
SK,RS,2021,1
SK,RS,2023,1
SK,SG,2016,1
SK,SG,2017,1
SK,SG,2019,1
SK,SG,2021,1
SK,SG,2023,1
SK,SVK,2016,1
SK,SVK,2017,1
SK,SVK,2019,1
SK,SVK,2021,1
SK,SVK,2023,1
SK,ZA,2016,1
SK,ZA,2017,1
SK,ZA,2019,1
SK,ZA,2021,1
SK,ZA,2023,1
SK,ES,2016,2
SK,ES,2017,2
SK,ES,2019,3
SK,ES,2021,3
SK,ES,2023,3
SK,SL,2016,1
SK,SL,2017,1
SK,SL,2019,1
SK,SL,2021,1
SK,SL,2023,1
SK,PS,2016,1
SK,PS,2017,1
SK,PS,2019,1
SK,PS,2021,1
SK,PS,2023,1
SK,SD,2016,1
SK,SD,2017,1
SK,SD,2019,1
SK,SD,2021,1
SK,SE,2016,1
SK,SE,2017,1
SK,SE,2019,1
SK,SE,2021,1
SK,SE,2023,1
SK,CH,2016,2
SK,CH,2017,2
SK,CH,2019,2
SK,CH,2021,2
SK,CH,2023,2
SK,TW,2016,1
SK,TW,2017,1
SK,TW,2019,1
SK,TW,2021,1
SK,TW,2023,1
SK,TJ,2016,1
SK,TJ,2017,1
SK,TJ,2019,1
SK,TJ,2021,1
SK,TJ,2023,1
SK,TZ,2016,1
SK,TZ,2017,1
SK,TZ,2019,1
SK,TZ,2021,1
SK,TZ,2023,1
SK,TH,2016,1
SK,TH,2017,1
SK,TH,2019,1
SK,TH,2021,1
SK,TH,2023,1
SK,TL,2016,1
SK,TL,2017,1
SK,TL,2019,1
SK,TL,2021,1
SK,TL,2023,1
SK,TT,2016,1
SK,TT,2017,1
SK,TT,2019,1
SK,TT,2021,1
SK,TT,2023,1
SK,TN,2016,1
SK,TN,2017,1
SK,TN,2019,1
SK,TN,2021,1
SK,TN,2023,1
SK,TR,2016,2
SK,TR,2017,2
SK,TR,2019,2
SK,TR,2021,2
SK,TR,2023,2
SK,TM,2016,1
SK,TM,2017,1
SK,TM,2019,1
SK,TM,2021,1
SK,TM,2023,1
SK,UG,2016,1
SK,UG,2017,1
SK,UG,2019,1
SK,UG,2021,1
SK,UG,2023,1
SK,UA,2016,1
SK,UA,2017,1
SK,UA,2019,1
SK,UA,2021,1
SK,UA,2023,1
SK,AE,2016,2
SK,AE,2017,2
SK,AE,2019,2
SK,AE,2021,2
SK,AE,2023,2
SK,UK,2016,1
SK,UK,2017,1
SK,UK,2019,1
SK,UK,2021,1
SK,UK,2023,1
SK,US,2016,13
SK,US,2017,13
SK,US,2019,13
SK,US,2021,13
SK,US,2023,14
SK,UY,2016,1
SK,UY,2017,1
SK,UY,2019,1
SK,UY,2021,1
SK,UY,2023,1
SK,UZ,2016,1
SK,UZ,2017,1
SK,UZ,2019,1
SK,UZ,2021,1
SK,UZ,2023,1
SK,VE,2016,1
SK,VE,2017,1
SK,VE,2019,1
SK,VE,2021,1
SK,VE,2023,1
SK,VN,2016,2
SK,VN,2017,2
SK,VN,2019,2
SK,VN,2021,2
SK,VN,2023,3
SK,YE,2017,1
SK,ZW,2016,1
SK,ZW,2017,1
SK,ZW,2019,1
SK,ZW,2021,1
SK,ZW,2023,1
ES,AF,2016,1
ES,AF,2017,1
ES,AF,2019,1
ES,AL,2016,1
ES,AL,2017,1
ES,AL,2019,1
ES,AL,2021,1
ES,AL,2023,1
ES,DZ,2016,3
ES,DZ,2017,3
ES,DZ,2019,3
ES,DZ,2021,3
ES,DZ,2023,2
ES,AD,2016,1
ES,AD,2017,2
ES,AD,2019,2
ES,AD,2021,2
ES,AD,2023,1
ES,AO,2016,1
ES,AO,2017,1
ES,AO,2019,1
ES,AO,2021,1
ES,AO,2023,1
ES,AR,2016,6
ES,AR,2017,6
ES,AR,2019,6
ES,AR,2021,6
ES,AR,2023,5
ES,AU,2016,3
ES,AU,2017,3
ES,AU,2019,3
ES,AU,2021,3
ES,AU,2023,3
ES,AT,2016,3
ES,AT,2017,3
ES,AT,2019,3
ES,AT,2021,3
ES,AT,2023,3
ES,BA,2016,1
ES,BA,2017,1
ES,BA,2019,1
ES,BA,2021,1
ES,BA,2023,1
ES,BE,2016,4
ES,BE,2017,4
ES,BE,2019,4
ES,BE,2021,4
ES,BE,2023,3
ES,BO,2016,2
ES,BO,2017,2
ES,BO,2019,2
ES,BO,2021,2
ES,BO,2023,2
ES,BIH,2016,1
ES,BIH,2017,1
ES,BIH,2019,1
ES,BIH,2021,1
ES,BIH,2023,1
ES,BRA,2016,5
ES,BRA,2017,5
ES,BRA,2019,5
ES,BRA,2021,5
ES,BRA,2023,5
ES,BG,2016,1
ES,BG,2017,1
ES,BG,2019,1
ES,BG,2021,1
ES,BG,2023,1
ES,CV,2016,1
ES,CV,2017,1
ES,CV,2019,1
ES,CV,2021,1
ES,CV,2023,1
ES,CM,2016,1
ES,CM,2017,1
ES,CM,2019,1
ES,CM,2021,1
ES,CM,2023,1
ES,CA,2016,3
ES,CA,2017,3
ES,CA,2019,3
ES,CA,2021,3
ES,CA,2023,3
ES,CL,2016,2
ES,CL,2017,2
ES,CL,2019,2
ES,CL,2021,2
ES,CL,2023,2
ES,CN,2016,5
ES,CN,2017,5
ES,CN,2019,5
ES,CN,2021,5
ES,CN,2023,4
ES,CO,2016,3
ES,CO,2017,3
ES,CO,2019,3
ES,CO,2021,2
ES,CO,2023,2
ES,CR,2016,1
ES,CR,2017,1
ES,CR,2019,1
ES,CR,2021,1
ES,CR,2023,1
ES,CI,2016,1
ES,CI,2017,1
ES,CI,2019,1
ES,CI,2021,1
ES,CI,2023,1
ES,HR,2016,1
ES,HR,2017,1
ES,HR,2019,1
ES,HR,2021,1
ES,HR,2023,1
ES,CU,2016,2
ES,CU,2017,2
ES,CU,2019,2
ES,CU,2021,2
ES,CU,2023,1
ES,CY,2016,1
ES,CY,2017,1
ES,CY,2019,1
ES,CY,2021,1
ES,CY,2023,1
ES,CZ,2016,1
ES,CZ,2017,1
ES,CZ,2019,1
ES,CZ,2021,1
ES,CZ,2023,1
ES,CD,2016,1
ES,CD,2017,1
ES,CD,2019,1
ES,CD,2021,1
ES,CD,2023,1
ES,DK,2016,1
ES,DK,2017,1
ES,DK,2019,1
ES,DK,2021,1
ES,DK,2023,1
ES,DO,2016,2
ES,DO,2017,2
ES,DO,2019,2
ES,DO,2021,2
ES,DO,2023,1
ES,EC,2016,3
ES,EC,2017,3
ES,EC,2019,3
ES,EC,2021,3
ES,EC,2023,2
ES,EG,2016,2
ES,EG,2017,2
ES,EG,2019,2
ES,EG,2021,2
ES,EG,2023,1
ES,SV,2016,1
ES,SV,2017,1
ES,SV,2019,1
ES,SV,2021,1
ES,SV,2023,1
ES,GQ,2016,2
ES,GQ,2017,2
ES,GQ,2019,2
ES,GQ,2021,2
ES,GQ,2023,2
ES,EE,2016,1
ES,EE,2017,1
ES,EE,2019,1
ES,EE,2021,1
ES,EE,2023,1
ES,ET,2016,1
ES,ET,2017,1
ES,ET,2019,1
ES,ET,2021,1
ES,ET,2023,1
ES,FI,2016,1
ES,FI,2017,1
ES,FI,2019,1
ES,FI,2021,1
ES,FI,2023,1
ES,FR,2016,14
ES,FR,2017,15
ES,FR,2019,15
ES,FR,2021,14
ES,FR,2023,13
ES,GA,2016,1
ES,GA,2017,1
ES,GA,2019,1
ES,GA,2021,1
ES,GA,2023,1
ES,DE,2016,6
ES,DE,2017,6
ES,DE,2019,6
ES,DE,2021,6
ES,DE,2023,6
ES,GH,2016,1
ES,GH,2017,1
ES,GH,2019,1
ES,GH,2021,1
ES,GH,2023,1
ES,GR,2016,1
ES,GR,2017,1
ES,GR,2019,1
ES,GR,2021,1
ES,GR,2023,1
ES,GT,2016,1
ES,GT,2017,1
ES,GT,2019,1
ES,GT,2021,1
ES,GT,2023,1
ES,GN,2016,1
ES,GN,2017,1
ES,GN,2019,1
ES,GN,2021,1
ES,GN,2023,1
ES,GW,2016,1
ES,GW,2017,1
ES,GW,2019,1
ES,GW,2021,1
ES,GW,2023,1
ES,HT,2016,1
ES,HT,2017,1
ES,HT,2019,1
ES,HT,2021,1
ES,HT,2023,1
ES,VA,2016,1
ES,VA,2017,1
ES,VA,2019,1
ES,VA,2021,1
ES,VA,2023,1
ES,HN,2016,1
ES,HN,2017,1
ES,HN,2019,1
ES,HN,2021,1
ES,HN,2023,1
ES,HU,2016,1
ES,HU,2017,1
ES,HU,2019,1
ES,HU,2021,1
ES,HU,2023,1
ES,IN,2016,2
ES,IN,2017,2
ES,IN,2019,2
ES,IN,2021,3
ES,IN,2023,2
ES,ID,2016,1
ES,ID,2017,1
ES,ID,2019,1
ES,ID,2021,1
ES,ID,2023,1
ES,IR,2016,1
ES,IR,2017,1
ES,IR,2019,1
ES,IR,2021,1
ES,IR,2023,1
ES,IQ,2016,1
ES,IQ,2017,1
ES,IQ,2019,1
ES,IQ,2021,1
ES,IQ,2023,1
ES,IE,2016,1
ES,IE,2017,1
ES,IE,2019,1
ES,IE,2021,1
ES,IE,2023,1
ES,IL,2016,1
ES,IL,2017,1
ES,IL,2019,1
ES,IL,2021,1
ES,IL,2023,1
ES,IT,2016,5
ES,IT,2017,4
ES,IT,2019,4
ES,IT,2021,4
ES,IT,2023,3
ES,JM,2016,1
ES,JM,2017,1
ES,JM,2019,1
ES,JM,2021,1
ES,JM,2023,1
ES,JP,2016,1
ES,JP,2017,1
ES,JP,2019,1
ES,JP,2021,1
ES,JP,2023,1
ES,JE,2016,1
ES,JE,2017,1
ES,JE,2019,1
ES,JE,2021,1
ES,JE,2023,1
ES,JO,2016,1
ES,JO,2017,1
ES,JO,2019,1
ES,JO,2021,1
ES,JO,2023,1
ES,KZ,2016,1
ES,KZ,2017,1
ES,KZ,2019,1
ES,KZ,2021,1
ES,KZ,2023,1
ES,KE,2016,1
ES,KE,2017,1
ES,KE,2019,1
ES,KE,2021,1
ES,KE,2023,1
ES,KW,2016,1
ES,KW,2017,1
ES,KW,2019,1
ES,KW,2021,2
ES,KW,2023,1
ES,LV,2016,1
ES,LV,2017,1
ES,LV,2019,1
ES,LV,2021,1
ES,LV,2023,1
ES,LB,2016,1
ES,LB,2017,1
ES,LB,2019,1
ES,LB,2021,1
ES,LB,2023,1
ES,LY,2023,1
ES,LT,2016,1
ES,LT,2017,1
ES,LT,2019,1
ES,LT,2021,1
ES,LT,2023,1
ES,LU,2016,1
ES,LU,2017,1
ES,LU,2019,1
ES,LU,2021,1
ES,LU,2023,1
ES,MA,2016,1
ES,MA,2017,1
ES,MA,2019,1
ES,MA,2021,1
ES,MA,2023,1
ES,ML,2016,1
ES,ML,2017,1
ES,ML,2019,1
ES,ML,2021,1
ES,ML,2023,1
ES,MT,2016,1
ES,MT,2017,1
ES,MT,2019,1
ES,MT,2021,1
ES,MT,2023,1
ES,MR,2016,1
ES,MR,2017,1
ES,MR,2019,1
ES,MR,2021,1
ES,MR,2023,1
ES,MX,2016,4
ES,MX,2017,4
ES,MX,2019,4
ES,MX,2021,4
ES,MX,2023,3
ES,MAR,2016,8
ES,MAR,2017,8
ES,MAR,2019,8
ES,MAR,2021,8
ES,MAR,2023,7
ES,MZ,2016,1
ES,MZ,2017,1
ES,MZ,2019,1
ES,MZ,2021,1
ES,MZ,2023,1
ES,NA,2016,1
ES,NA,2017,1
ES,NA,2019,1
ES,NA,2021,1
ES,NA,2023,1
ES,NL,2016,2
ES,NL,2017,2
ES,NL,2019,2
ES,NL,2021,2
ES,NL,2023,2
ES,NZ,2016,1
ES,NZ,2017,1
ES,NZ,2019,1
ES,NZ,2021,1
ES,NZ,2023,1
ES,NI,2016,1
ES,NI,2017,1
ES,NI,2019,1
ES,NI,2021,1
ES,NI,2023,1
ES,NE,2016,1
ES,NE,2017,1
ES,NE,2019,1
ES,NE,2021,1
ES,NE,2023,1
ES,NG,2016,2
ES,NG,2017,2
ES,NG,2019,2
ES,NG,2021,4
ES,NG,2023,2
ES,MK,2017,1
ES,MK,2019,1
ES,MK,2021,1
ES,MK,2023,1
ES,NO,2016,1
ES,NO,2017,1
ES,NO,2019,1
ES,NO,2021,1
ES,NO,2023,1
ES,OM,2016,1
ES,OM,2017,1
ES,OM,2019,1
ES,OM,2021,1
ES,OM,2023,1
ES,PK,2016,1
ES,PK,2017,1
ES,PK,2019,1
ES,PK,2021,1
ES,PK,2023,1
ES,PA,2016,1
ES,PA,2017,1
ES,PA,2019,1
ES,PA,2021,1
ES,PA,2023,1
ES,PY,2016,1
ES,PY,2017,1
ES,PY,2019,1
ES,PY,2021,1
ES,PY,2023,1
ES,PE,2016,2
ES,PE,2017,2
ES,PE,2019,2
ES,PE,2021,2
ES,PE,2023,1
ES,PH,2016,2
ES,PH,2017,2
ES,PH,2019,2
ES,PH,2021,2
ES,PH,2023,1
ES,PL,2016,1
ES,PL,2017,1
ES,PL,2019,1
ES,PL,2021,1
ES,PL,2023,1
ES,PT,2016,3
ES,PT,2017,3
ES,PT,2019,3
ES,PT,2021,3
ES,PT,2023,2
ES,PR,2016,1
ES,PR,2017,1
ES,PR,2019,1
ES,PR,2021,1
ES,PR,2023,1
ES,QA,2016,1
ES,QA,2017,1
ES,QA,2019,1
ES,QA,2021,1
ES,QA,2023,1
ES,RO,2016,1
ES,RO,2017,1
ES,RO,2019,1
ES,RO,2021,1
ES,RO,2023,1
ES,RU,2016,3
ES,RU,2017,3
ES,RU,2019,3
ES,RU,2021,3
ES,RU,2023,2
ES,SA,2016,1
ES,SA,2017,1
ES,SA,2019,1
ES,SA,2021,1
ES,SA,2023,1
ES,SN,2016,2
ES,SN,2017,2
ES,SN,2019,2
ES,SN,2021,2
ES,SN,2023,1
ES,RS,2016,1
ES,RS,2017,1
ES,RS,2019,1
ES,RS,2021,1
ES,RS,2023,1
ES,SG,2016,1
ES,SG,2017,1
ES,SG,2019,1
ES,SG,2021,1
ES,SG,2023,1
ES,SVK,2016,1
ES,SVK,2017,1
ES,SVK,2019,1
ES,SVK,2021,1
ES,SVK,2023,1
ES,SI,2016,1
ES,SI,2017,1
ES,SI,2019,1
ES,SI,2021,1
ES,SI,2023,1
ES,ZA,2016,2
ES,ZA,2017,2
ES,ZA,2019,2
ES,ZA,2021,2
ES,ZA,2023,2
ES,SK,2016,1
ES,SK,2017,1
ES,SK,2019,1
ES,SK,2021,1
ES,SK,2023,1
ES,SD,2016,1
ES,SD,2017,1
ES,SD,2019,1
ES,SD,2021,1
ES,SE,2016,1
ES,SE,2017,1
ES,SE,2019,1
ES,SE,2021,1
ES,SE,2023,1
ES,CH,2016,5
ES,CH,2017,5
ES,CH,2019,5
ES,CH,2021,5
ES,CH,2023,4
ES,TW,2017,1
ES,TW,2019,1
ES,TW,2021,1
ES,TW,2023,1
ES,TZ,2016,1
ES,TZ,2017,1
ES,TZ,2019,1
ES,TZ,2021,1
ES,TZ,2023,1
ES,TH,2016,1
ES,TH,2017,1
ES,TH,2019,1
ES,TH,2021,1
ES,TH,2023,1
ES,TT,2016,1
ES,TT,2017,1
ES,TT,2019,1
ES,TT,2021,1
ES,TT,2023,1
ES,TN,2016,1
ES,TN,2017,1
ES,TN,2019,1
ES,TN,2021,1
ES,TN,2023,1
ES,TR,2016,2
ES,TR,2017,2
ES,TR,2019,2
ES,TR,2021,2
ES,TR,2023,2
ES,UA,2016,1
ES,UA,2017,1
ES,UA,2019,1
ES,UA,2021,1
ES,UA,2023,1
ES,AE,2016,1
ES,AE,2017,1
ES,AE,2019,1
ES,AE,2021,1
ES,AE,2023,1
ES,UK,2016,3
ES,UK,2017,3
ES,UK,2019,3
ES,UK,2021,4
ES,UK,2023,3
ES,US,2016,11
ES,US,2017,11
ES,US,2019,11
ES,US,2021,11
ES,US,2023,10
ES,UY,2016,2
ES,UY,2017,2
ES,UY,2019,2
ES,UY,2021,2
ES,UY,2023,1
ES,VE,2016,2
ES,VE,2017,2
ES,VE,2019,2
ES,VE,2021,2
ES,VE,2023,1
ES,VN,2016,1
ES,VN,2017,1
ES,VN,2019,1
ES,VN,2021,1
ES,VN,2023,1
ES,ZW,2016,1
ES,ZW,2017,1
ES,ZW,2019,1
ES,ZW,2021,1
ES,ZW,2023,1
SL,AF,2017,1
SL,AF,2019,1
SL,AU,2017,3
SL,AU,2019,3
SL,AU,2021,3
SL,AU,2023,2
SL,AT,2017,1
SL,AT,2019,1
SL,AT,2021,1
SL,AT,2023,1
SL,BH,2017,1
SL,BH,2019,1
SL,BH,2021,1
SL,BH,2023,1
SL,BA,2017,1
SL,BA,2019,1
SL,BA,2021,1
SL,BA,2023,1
SL,BE,2017,1
SL,BE,2019,1
SL,BE,2021,1
SL,BE,2023,1
SL,BRA,2017,1
SL,BRA,2019,1
SL,BRA,2021,1
SL,BRA,2023,1
SL,CA,2017,2
SL,CA,2019,2
SL,CA,2021,2
SL,CA,2023,2
SL,CN,2017,4
SL,CN,2019,4
SL,CN,2021,4
SL,CN,2023,3
SL,CU,2017,1
SL,CU,2019,1
SL,CU,2021,1
SL,CU,2023,1
SL,CY,2021,1
SL,EG,2017,1
SL,EG,2019,1
SL,EG,2021,1
SL,EG,2023,1
SL,ET,2017,1
SL,ET,2019,1
SL,ET,2021,1
SL,ET,2023,1
SL,FR,2017,1
SL,FR,2019,1
SL,FR,2021,1
SL,FR,2023,1
SL,DE,2017,2
SL,DE,2019,2
SL,DE,2021,2
SL,DE,2023,1
SL,IN,2017,3
SL,IN,2019,3
SL,IN,2021,3
SL,IN,2023,3
SL,ID,2017,1
SL,ID,2019,1
SL,ID,2021,1
SL,ID,2023,1
SL,IR,2017,1
SL,IR,2019,1
SL,IR,2021,1
SL,IR,2023,1
SL,IQ,2017,1
SL,IQ,2019,1
SL,IQ,2021,1
SL,IL,2017,1
SL,IL,2019,1
SL,IL,2021,1
SL,IL,2023,1
SL,IT,2017,2
SL,IT,2019,2
SL,IT,2021,2
SL,IT,2023,2
SL,JP,2017,1
SL,JP,2019,1
SL,JP,2021,1
SL,JP,2023,1
SL,JO,2017,1
SL,JO,2019,1
SL,JO,2021,1
SL,JO,2023,1
SL,KE,2017,1
SL,KE,2019,1
SL,KE,2021,1
SL,KE,2023,1
SL,KW,2017,1
SL,KW,2019,1
SL,KW,2021,1
SL,KW,2023,1
SL,LB,2017,1
SL,LB,2019,1
SL,LB,2021,1
SL,LB,2023,1
SL,MA,2017,1
SL,MA,2019,1
SL,MA,2021,1
SL,MA,2023,1
SL,MV,2017,1
SL,MV,2019,1
SL,MV,2021,1
SL,MV,2023,1
SL,MY,2017,1
SL,MY,2019,1
SL,MY,2021,1
SL,MY,2023,1
SL,NP,2017,1
SL,NP,2019,1
SL,NP,2021,1
SL,NP,2023,1
SL,NL,2017,1
SL,NL,2019,1
SL,NL,2021,1
SL,NL,2023,1
SL,NG,2017,1
SL,NG,2019,1
SL,NG,2021,1
SL,NO,2017,1
SL,NO,2019,1
SL,NO,2021,1
SL,OM,2017,1
SL,OM,2019,1
SL,OM,2021,1
SL,OM,2023,1
SL,PK,2017,2
SL,PK,2019,2
SL,PK,2021,2
SL,PK,2023,2
SL,PH,2017,1
SL,PH,2019,1
SL,PH,2021,1
SL,PH,2023,1
SL,PL,2017,1
SL,PL,2019,1
SL,PL,2021,1
SL,PL,2023,1
SL,QA,2017,1
SL,QA,2019,1
SL,QA,2021,1
SL,QA,2023,1
SL,RU,2017,1
SL,RU,2019,1
SL,RU,2021,1
SL,RU,2023,1
SL,SA,2017,2
SL,SA,2019,2
SL,SA,2021,2
SL,SA,2023,2
SL,SC,2017,1
SL,SC,2019,1
SL,SC,2021,1
SL,SC,2023,1
SL,SG,2017,1
SL,SG,2019,1
SL,SG,2021,1
SL,SG,2023,1
SL,ZA,2017,1
SL,ZA,2019,1
SL,ZA,2021,1
SL,ZA,2023,1
SL,SK,2017,1
SL,SK,2019,1
SL,SK,2021,1
SL,SK,2023,1
SL,PS,2017,1
SL,PS,2019,1
SL,PS,2021,1
SL,PS,2023,1
SL,SE,2017,1
SL,SE,2019,1
SL,SE,2021,1
SL,SE,2023,1
SL,CH,2017,1
SL,CH,2019,1
SL,CH,2021,1
SL,CH,2023,1
SL,TH,2017,1
SL,TH,2019,1
SL,TH,2021,1
SL,TH,2023,1
SL,TR,2017,1
SL,TR,2019,1
SL,TR,2021,1
SL,TR,2023,1
SL,AE,2017,2
SL,AE,2019,2
SL,AE,2021,2
SL,AE,2023,2
SL,UK,2017,1
SL,UK,2019,1
SL,UK,2021,1
SL,UK,2023,1
SL,US,2017,3
SL,US,2019,3
SL,US,2021,3
SL,US,2023,3
SL,VN,2017,1
SL,VN,2019,1
SL,VN,2021,1
SL,VN,2023,1
SE,AF,2016,1
SE,AF,2017,1
SE,AF,2019,1
SE,AL,2016,1
SE,AL,2017,1
SE,AL,2019,1
SE,AL,2021,1
SE,AL,2023,1
SE,DZ,2016,1
SE,DZ,2017,1
SE,DZ,2019,1
SE,DZ,2021,1
SE,DZ,2023,1
SE,AO,2016,1
SE,AO,2017,1
SE,AO,2019,1
SE,AO,2021,1
SE,AR,2016,1
SE,AR,2017,1
SE,AR,2019,1
SE,AR,2021,1
SE,AR,2023,1
SE,AM,2021,1
SE,AM,2023,1
SE,AU,2016,1
SE,AU,2017,1
SE,AU,2019,1
SE,AU,2021,1
SE,AU,2023,1
SE,AT,2016,2
SE,AT,2017,2
SE,AT,2019,2
SE,AT,2021,2
SE,AT,2023,2
SE,AZ,2021,1
SE,AZ,2023,1
SE,BA,2016,1
SE,BA,2017,1
SE,BA,2019,1
SE,BA,2021,1
SE,BA,2023,1
SE,BY,2016,1
SE,BY,2017,1
SE,BY,2019,1
SE,BY,2021,1
SE,BY,2023,1
SE,BE,2016,2
SE,BE,2017,2
SE,BE,2019,2
SE,BE,2021,3
SE,BE,2023,3
SE,BO,2021,1
SE,BO,2023,1
SE,BIH,2016,1
SE,BIH,2017,1
SE,BIH,2019,1
SE,BIH,2021,1
SE,BIH,2023,1
SE,BRA,2016,1
SE,BRA,2017,1
SE,BRA,2019,1
SE,BRA,2021,1
SE,BRA,2023,1
SE,BF,2016,1
SE,BF,2021,1
SE,BF,2023,1
SE,CB,2016,1
SE,CB,2017,1
SE,CB,2019,1
SE,CB,2021,1
SE,CA,2016,1
SE,CA,2017,1
SE,CA,2019,1
SE,CA,2021,1
SE,CA,2023,1
SE,CL,2016,1
SE,CL,2017,1
SE,CL,2019,1
SE,CL,2021,1
SE,CL,2023,1
SE,CN,2016,3
SE,CN,2017,3
SE,CN,2019,3
SE,CN,2021,3
SE,CN,2023,3
SE,CO,2016,1
SE,CO,2017,1
SE,CO,2019,1
SE,CO,2021,1
SE,CO,2023,1
SE,HR,2016,1
SE,HR,2017,1
SE,HR,2019,1
SE,HR,2021,1
SE,HR,2023,1
SE,CU,2016,1
SE,CU,2017,1
SE,CU,2019,1
SE,CU,2021,1
SE,CU,2023,1
SE,CY,2016,1
SE,CY,2017,1
SE,CY,2019,1
SE,CY,2021,1
SE,CY,2023,1
SE,CZ,2016,1
SE,CZ,2017,1
SE,CZ,2019,1
SE,CZ,2021,1
SE,CZ,2023,1
SE,CD,2016,1
SE,CD,2017,1
SE,CD,2019,1
SE,CD,2021,1
SE,CD,2023,1
SE,DK,2016,1
SE,DK,2017,1
SE,DK,2019,1
SE,DK,2021,1
SE,DK,2023,1
SE,EG,2016,1
SE,EG,2017,1
SE,EG,2019,1
SE,EG,2021,1
SE,EG,2023,1
SE,EE,2016,1
SE,EE,2017,1
SE,EE,2019,1
SE,EE,2021,1
SE,EE,2023,1
SE,ET,2016,1
SE,ET,2017,1
SE,ET,2019,1
SE,ET,2021,1
SE,ET,2023,1
SE,FI,2016,2
SE,FI,2017,2
SE,FI,2019,2
SE,FI,2021,2
SE,FI,2023,2
SE,FR,2016,3
SE,FR,2017,3
SE,FR,2019,3
SE,FR,2021,3
SE,FR,2023,3
SE,GE,2016,1
SE,GE,2017,1
SE,GE,2019,1
SE,GE,2021,1
SE,GE,2023,1
SE,DE,2016,1
SE,DE,2017,1
SE,DE,2019,1
SE,DE,2021,1
SE,DE,2023,1
SE,GR,2016,1
SE,GR,2017,1
SE,GR,2019,1
SE,GR,2021,1
SE,GR,2023,1
SE,GT,2016,1
SE,GT,2017,1
SE,GT,2019,1
SE,GT,2021,1
SE,GT,2023,1
SE,HU,2016,1
SE,HU,2017,1
SE,HU,2019,1
SE,HU,2021,1
SE,HU,2023,1
SE,IS,2016,1
SE,IS,2017,1
SE,IS,2019,1
SE,IS,2021,1
SE,IS,2023,1
SE,IN,2016,2
SE,IN,2017,2
SE,IN,2019,2
SE,IN,2021,2
SE,IN,2023,2
SE,ID,2016,1
SE,ID,2017,1
SE,ID,2019,1
SE,ID,2021,1
SE,ID,2023,1
SE,IR,2016,1
SE,IR,2017,1
SE,IR,2019,1
SE,IR,2021,1
SE,IR,2023,1
SE,IQ,2016,1
SE,IQ,2017,1
SE,IQ,2019,1
SE,IQ,2021,1
SE,IE,2023,1
SE,IL,2016,1
SE,IL,2017,1
SE,IL,2019,1
SE,IL,2021,1
SE,IL,2023,1
SE,IT,2016,1
SE,IT,2017,1
SE,IT,2019,1
SE,IT,2021,1
SE,IT,2023,1
SE,JP,2016,1
SE,JP,2017,1
SE,JP,2019,1
SE,JP,2021,1
SE,JP,2023,1
SE,JE,2016,1
SE,JE,2017,1
SE,JE,2019,1
SE,JE,2021,1
SE,JE,2023,1
SE,JO,2016,1
SE,JO,2017,1
SE,JO,2019,1
SE,JO,2021,1
SE,JO,2023,1
SE,KZ,2016,1
SE,KZ,2017,1
SE,KZ,2019,1
SE,KZ,2021,1
SE,KZ,2023,1
SE,KE,2016,1
SE,KE,2017,1
SE,KE,2019,1
SE,KE,2021,1
SE,KE,2023,1
SE,XK,2016,1
SE,XK,2017,1
SE,XK,2019,1
SE,XK,2021,1
